Session ID,Date,Customer Name,Customer Email,Status,CEO Participated,Last Customer Question,Last CEO Response,Full Transcript
session_04844097-5e5c-4ee4-8e36-cf7e486616df,2025-02-04 00:57:25,visitor91876,,Pending/Open,Yes,ειμαι ενταξει ευχαριστώ,Οκ!,"[Customer]: καλησπέρα
[CEO (Costo)]: Καλησπερα
[Customer]: ειμαι ενταξει ευχαριστώ
[CEO (Costo)]: Οκ!"
session_c04df1f6-254b-4d67-a2cf-b1ba3a75d8f4,2025-01-30 18:33:51,visitor91690,,Pending/Open,Yes,ΕΥΧΑΡΙΣΤΩ,Ενταξει τώρα;,"[Customer]: καλησπερα σας, το site σας δεν μου φορτωνει
[Customer]: all good
[CEO (Costo)]: Ενταξει τώρα;
[Customer]: ΝΑΙ ΝΑΙ
[Customer]: ΕΥΧΑΡΙΣΤΩ"
session_f106c2ed-5b95-43ef-810a-9adbb7cc5b0d,2025-01-30 16:08:47,visitor91634,,Pending/Open,Yes,"Καλησπερα , εχουμε αγορασει το costmenu το μεγαλο πακετο , θα θελαμε να μιλησουμε τηλεφωνηκα για καποιεσ επεξυγησεις . Το τηλεφωνο μου ειναι 6974060932 ή στειλετ μου ενα τηλεφωνο να επικοινωνησω εγω μαζι σασα",,"[Customer]: Καλησπερα , εχουμε αγορασει το costmenu το μεγαλο πακετο , θα θελαμε να μιλησουμε τηλεφωνηκα για καποιεσ επεξυγησεις . Το τηλεφωνο μου ειναι 6974060932 ή στειλετ μου ενα τηλεφωνο να επικοινωνησω εγω μαζι σασα"
session_802f6a0f-9d85-43c5-bc07-2324dcf321df,2025-01-24 01:50:35,visitor91280,,Pending/Open,Yes,Σας ευχαριστώ πολύ,Ok το κοιτάει το τεχνικό μας τμήμα.,"[Customer]: υπάρχει προβλημα στην σύνδεση?
[Customer]: Καλησπέρα σας...υπάρχει κάποιο πρόβλημα στην εφαρμογη? Αργεί πάρα πολύ να φορτώσει!
[CEO (Costo)]: Καλησπερα σας. Δεν έχουμε παρατηρήσει κάποιο πρόβλημα;
[CEO (Costo)]: Απο τι browser μπαίνετε;
[Customer]: google chrome
[CEO (Costo)]: Και καθυστερεί ακόμα;
[Customer]: τώρα έχω μπεί αλλά έκανε τουλάχιστο 2-3 λεπτά για να φορτώσει την σελιδα του log in
[CEO (Costo)]: Ευχαριστούμε το κοιτάμε και θα επανελθουμε
[Customer]: τώρα πχ προσπαθώ να κάνω τροποποίηση όλων των συνταγών και αποθήκευση τους και φορτώνει περισσότερο απο 1 λεπτό την κάθε συνταγή
[CEO (Costo)]: Ok το κοιτάει το τεχνικό μας τμήμα.
[Customer]: Σας ευχαριστώ πολύ"
session_5fb968dc-b47b-4743-b2e9-ecd35e7aa193,2025-01-22 16:41:58,visitor91171,,Pending/Open,Yes,i write the recipe and evrything and when im going to put prices it doesnt save anything,"If you save the recipe and ediit it again you will see the prices. If it doesn't let you save the recipe its because your price uses , or . One of the two may not be supported by you pc. So change it to the other.","[Customer]: i write the recipe and evrything and when im going to put prices it doesnt save anything
[CEO (Costo)]: If you save the recipe and ediit it again you will see the prices. If it doesn't let you save the recipe its because your price uses , or . One of the two may not be supported by you pc. So change it to the other."
session_a77cbb8a-b7c4-47b8-b779-14dc1ce74831,2025-01-21 13:33:46,visitor91094,,Pending/Open,Yes,ε,Καλησπέρα σας. Πρώτα σώζετε συνταγές και μετά φτιάχνετε μενού. Οι συνταγές που εμφανίζονται στο μενού είναι ήδη καταχωρημένες από εσάς. Για μενού a la carte οι συνταγές πρέπει να έχουν κοστολογηθεί και τιμολογηθεί για να εμφανιστούν. Αν χρειαστείτε παραπάνω επεξήγηση μπορείτε να μας καλέσετε στο 210 4208731,"[Customer]: καλησπέρα .όταν πάω να φτιάξω ένα καινούργιο μενού δεν με αφήνει να γράψω το όνομα μιας καινούργιας συνταγής
[Customer]: ούτε μου αποθηκεύει το μενού
[Customer]: ε
[CEO (Costo)]: Καλησπέρα σας. Πρώτα σώζετε συνταγές και μετά φτιάχνετε μενού. Οι συνταγές που εμφανίζονται στο μενού είναι ήδη καταχωρημένες από εσάς. Για μενού a la carte οι συνταγές πρέπει να έχουν κοστολογηθεί και τιμολογηθεί για να εμφανιστούν. Αν χρειαστείτε παραπάνω επεξήγηση μπορείτε να μας καλέσετε στο 210 4208731"
session_833c0e9d-c47f-44bb-a0b6-c4f512ecbc30,2025-01-14 18:40:18,visitor90768,,Pending/Open,Yes,αν υπαρχει λογαριασμος με το παραπανω email παρακαλω οπως διαγραφει,Τότε μην σας ανισυχει. Απλά μην το χρησιμοποιείτε,"[Customer]: διαγραφη λογαρισμου
[CEO (Costo)]: Καλησπέρα σας, επιθυμείτε διαγραφη λογαριασμου;
[Customer]: διαγραφη λογαριασου
[Customer]: λογαριασμου*
[CEO (Costo)]: Καλησπερα σας. Ποιο email έχετε;
[Customer]: υπαρχει λογαριασμος με το ke.liciousness@gmail.com;
[Customer]: έχω δύο λογαριασμούς και θελω να κρατησω τον έναν
[Customer]: δε θυμάμαι το παλιότερο email που είχα χρησιμοποιήσει
[Customer]: αν υπαρχει λογαριασμος με το παραπανω email παρακαλω οπως διαγραφει
[CEO (Costo)]: Τότε μην σας ανισυχει. Απλά μην το χρησιμοποιείτε"
session_dd8fe467-42bc-4c4e-9ceb-647bc45c0c1a,2025-01-14 11:08:03,visitor90729,,Pending/Open,Yes,how to put the ingredients cost?,https://youtu.be/TaN5_Y5INv8?si=i-JvLivGH01c7Ct7,"[Customer]: how to put the ingredients cost?
[CEO (Costo)]: Please check the introductory video that you can find in help
[CEO (Costo)]: https://youtu.be/TaN5_Y5INv8?si=i-JvLivGH01c7Ct7"
session_5be9296d-8e6d-4352-ae95-a81ec1197d34,2025-01-04 12:27:02,visitor90387,,Pending/Open,Yes,Σας ευχαριστώ πολύ!,Καλησπερα σας και καλή χρονιά ευχόμαστε! Αφού κάνετε όλες τις αλλαγές στα κόστη των συστατικών σας μπορείτε να μπείτε Αναφορές/ Συνταγές και οι τιμές των συνταγών σας ανανεώνονται άμεσα.,"[Customer]: Καλησπέρα σας και Καλή Χρονιά.
[Customer]: Θα ήθελα να σας ρωτήσω σχετικά με τις αλλαγές των τιμών των συστατικών.
[Customer]: Όταν κάνω μία αλλαγή στην τιμή ενός συστατικού, δεν φαίνεται να αλλάζει το κόστος στις συνταγές (στη λίστα των συνταγών) εκτός αν μπω σε κάθε μία συνταγή χωριστά.
[Customer]: Υπάρχει τρόπος να ενημερώνονται απ' ευθείας όλες οι συνταγές που περιέχουν το συστατικό αυτό, του οποίου άλλαξε η τιμή και να εμφανίζεται το νέο κόστος στη λίστα των συνταγών?
[Customer]: Σας ευχαριστώ
[CEO (Costo)]: Καλησπερα σας και καλή χρονιά ευχόμαστε! Αφού κάνετε όλες τις αλλαγές στα κόστη των συστατικών σας μπορείτε να μπείτε Αναφορές/ Συνταγές και οι τιμές των συνταγών σας ανανεώνονται άμεσα.
[Customer]: Σας ευχαριστώ πολύ!"
session_46e52f28-6783-4b0e-bfd9-db4abb8e0f0f,2024-12-20 12:14:27,visitor90076,,Pending/Open,Yes,καλησπέρα σας και χρόνια πολλα,Χρόνια πολλά. Πως μπορούμε να βοηθήσουμε,"[Customer]: καλησπέρα σας και χρόνια πολλα
[CEO (Costo)]: Καλησπέρα
[CEO (Costo)]: Χρόνια πολλά. Πως μπορούμε να βοηθήσουμε"
session_55e96a4a-cfaf-46a8-9e15-e1f9ff85e475,2024-12-12 12:53:20,visitor89752,,Pending/Open,Yes,an.koklas@gmail.com,Καλησπερα Κε Κόκλα. Ποιο email έχετε;,"[Customer]: καλημέρα σας
[Customer]: προσπάθησα να κάνω ανανέωση του λογαριασμού μου και δεν με αφήνει το πρόγραμμα.
[Customer]: παρακαλώ όπως επικοινωνήσει κάποιος για να λυθεί  αυτό το πρόβλημα.
[Customer]: με εκτίμηση
[Customer]: Αντώνης Κόκλας
[CEO (Costo)]: Καλησπερα Κε Κόκλα. Ποιο email έχετε;
[Customer]: an.koklas@gmail.com"
session_e499f2b6-cf62-4af4-b850-4986e53b432d,2024-12-10 13:50:40,visitor89649,,Pending/Open,Yes,δεν με αφηνει να συνδεθω παρ ολο που παταω κωδικο και αλλαξα κωδικομ,Έχετε λάβει email ενεργοποίησης;,"[Customer]: δεν με αφηνει να συνδεθω παρ ολο που παταω κωδικο και αλλαξα κωδικομ
[CEO (Costo)]: Έχετε λάβει email ενεργοποίησης;"
session_608fad0e-8fd7-4295-9c2b-bd9a3aa378a5,2024-12-02 02:15:53,visitor89284,,Pending/Open,Yes,"οχι οχι ενταξει πλεον ειναι μια χαρα, σας ευχαριστω πολυ",Ακόμα δεν ανοίγει;,"[Customer]: καλημερα σας, προσπαθω να ανοιξω τη σελιδα με τη λιστα των συστατικων και εων εχω κοντα στα 200 συστατικα περμασενα δυστυχως δεν ανοιγει κατι
[CEO (Costo)]: Καλημέρα σας.
[CEO (Costo)]: Ακόμα δεν ανοίγει;
[Customer]: οχι οχι ενταξει πλεον ειναι μια χαρα, σας ευχαριστω πολυ"
session_53dfd572-2ba2-45d1-a929-64309d9c59b1,2024-11-29 00:37:17,visitor89176,,Pending/Open,Yes,and I can’t log in,In your email. Also check the spam,"[Customer]: I made an account today
[Customer]: and I can’t log in
[CEO (Costo)]: Good morning. Did you receive the activation mail?
[CEO (Costo)]: In your email. Also check the spam"
session_48e0310b-9503-4e3a-bb81-e537522922cf,2024-11-28 13:11:29,visitor89132,,Pending/Open,Yes,δεν μπορώ να συνδεθώ έπειτα από την εγγραφή μου,Λάβατε το email ενεργοποίησης στο email σας;,"[Customer]: δεν μπορώ να συνδεθώ έπειτα από την εγγραφή μου
[CEO (Costo)]: Λάβατε το email ενεργοποίησης στο email σας;"
session_891796e2-e1c0-486e-817d-270a9d1e78e0,2024-11-23 15:08:39,visitor88954,,Pending/Open,Yes,δεν μου ανοίγει η εφαρμογή,Στο login?,"[Customer]: δεν μου ανοίγει η εφαρμογή
[CEO (Costo)]: Στο login?"
session_bba3f719-6fa0-4a34-9052-744f431dc508,2024-11-19 23:06:32,visitor88820,,Pending/Open,Yes,Οκ ευχαριστώ,Βεβαιως μπορειτε,"[Customer]: Καλησπέρα, στην προσθήκη συνταγής μπορώ να γράψω την συνταγή στα αγγλικά? Γιατί το σύστημα δεν το περνάει και δεν μπορώ να προχωρήσω...
[CEO (Costo)]: Βεβαιως μπορειτε
[Customer]: Οκ ευχαριστώ"
session_1da2635d-9681-42f3-a899-39b5ef7b6276,2024-11-18 17:57:01,visitor88762,,Pending/Open,Yes,Υπάρχει τρόποσ εισαγωγής των υλικών μέσω από  Excel?,Καλησπερα σας. Όχι. Αλλά δεν χρειάζεται. Θα καταχωρηθούν αυτόματα όσο φτιάχνετε τις συνταγές σας,"[Customer]: καλησπέρα σας. Επειδή δουλεύαμε την κοστολόγηση μέσω excel  υπάρχει κάποιος τρόπος  γρήγορου Data entry σε προμηθευτές, συστατικά?
[Customer]: Σας ευχαριστώ
[CEO (Costo)]: Καλησπέρα σας. Αυτη τη στιγμή όχι αλλα είναι εν εξελίξει η υλοποίηαη του import απο excel
[Customer]: Έχετε κάποιο χρονικό ορίζοντα?
[CEO (Costo)]: Μέχρι τέλος Γενναρη υπολογίζεται
[Customer]: Σας ευχαριστώ πολύ
[Customer]: Επίσης το μενού μπορεί να εκτυπωθεί σε Α4?
[CEO (Costo)]: Ναι
[Customer]: σας ευχαριστώ και πάλι
[Customer]: :)
[CEO (Costo)]: Εμεις
[Customer]: καλημέρα
[Customer]: Υπάρχει τρόποσ εισαγωγής των υλικών μέσω από  Excel?
[CEO (Costo)]: Καλησπερα σας. Όχι. Αλλά δεν χρειάζεται. Θα καταχωρηθούν αυτόματα όσο φτιάχνετε τις συνταγές σας"
session_782b811b-c46d-439b-bf70-6efb78ade1e7,2024-11-13 21:58:30,visitor88562,,Pending/Open,Yes,εκο κανει μόλισ τώρα  εγγραφι απλα δεν μου η εφαρμογή δεν ανοιγει,Ελένξτε και στα spam,"[Customer]: Καλησπερα
[CEO (Costo)]: Καλησπερα σας
[Customer]: εκο κανει μόλισ τώρα  εγγραφι απλα δεν μου η εφαρμογή δεν ανοιγει
[CEO (Costo)]: Λαβατε το email ενεργοποίησης;
[CEO (Costo)]: Ελένξτε και στα spam"
session_87e403f2-b3a6-4dbe-8a48-8c28a1d02ef9,2024-10-28 21:35:56,visitor87966,,Pending/Open,Yes,hi,Ηι,"[Customer]: hi
[CEO (Costo)]: Ηι"
session_c888609f-9543-4a66-8c32-337376af0723,2024-10-25 16:10:07,visitor87845,,Pending/Open,Yes,έχει κάποιο πρόβλημα η εφαρμογή;,Καλησπέρα σας. Τι πρόβλημα παρατηρείτε ;,"[Customer]: καλησπέρα
[Customer]: έχει κάποιο πρόβλημα η εφαρμογή;
[CEO (Costo)]: Καλησπέρα σας. Τι πρόβλημα παρατηρείτε ;"
session_37ee4204-a83c-4995-baa7-4ed9af7b9cb6,2024-10-19 10:11:06,visitor87551,,Pending/Open,Yes,καλησπερα σασ στην αρχη επελεξα το προφεσιοναλ αλλα συνδεθηκα και πρην προχορισω αγορα πακετου θελω να το δωκιμασω προτα με το μπιγκινερ αλλα δεν με αφηνη μπωρειτε να το φτιαξετε,Καλημερα σας. Μπορείτε να κάνετε έναν αλλο λογαριασμό με ένα άλλο email. Επιλέξτε beginner για να το δοκιμάσετε και μετά μπορείτε να συνδεθείτε με αυτόν που είστε τώρα και να προχωρήσετε στην αγορά του professional,"[Customer]: καλησπερα σασ στην αρχη επελεξα το προφεσιοναλ αλλα συνδεθηκα και πρην προχορισω αγορα πακετου θελω να το δωκιμασω προτα με το μπιγκινερ αλλα δεν με αφηνη μπωρειτε να το φτιαξετε
[CEO (Costo)]: Καλημερα σας. Μπορείτε να κάνετε έναν αλλο λογαριασμό με ένα άλλο email. Επιλέξτε beginner για να το δοκιμάσετε και μετά μπορείτε να συνδεθείτε με αυτόν που είστε τώρα και να προχωρήσετε στην αγορά του professional"
session_04e20287-2d7c-4df6-9bce-f21620afb2ca,2024-10-14 21:42:47,visitor87379,,Pending/Open,Yes,Can I save my recipes in PDF?,You can do that via the print button on the top right corner of recipes,"[Customer]: Can I save my recipes in PDF?
[CEO (Costo)]: Yes
[CEO (Costo)]: You can save a recipe as a PDF
[CEO (Costo)]: You can do that via the print button on the top right corner of recipes"
session_f67f2872-09c1-4d69-bf1e-e3342fca11bc,2024-10-02 22:51:46,visitor86968,,Pending/Open,Yes,;,Προς το παρών οχι. Είναι μεσα στα πλανα μας,"[Customer]: καλησπέρα σας
[CEO (Costo)]: Καλησπερα σας
[Customer]: θα ήθελα να σας κανω μια ερωτηση
[Customer]: μπορώ να αλλαξω την ποσότητα των μεριδων και να αλλάξουνε οι ποσότητες των υλικών μέσα σε μια συνταγή
[Customer]: ;
[CEO (Costo)]: Προς το παρών οχι. Είναι μεσα στα πλανα μας"
session_074a3414-e342-4105-87b4-306a346d065e,2024-09-29 13:12:30,visitor86833,,Pending/Open,Yes,ΝΑΙ ΑΛΛΑ ΕΧΩ ΑΠΟΡΙΕΣ,Ακόμα και τώρα,"[Customer]: ΠΩΣ ΚΑΤΑΧΩΡΩ ΝΕΟ ΠΡΟΜΗΘΕΥΤΗΣ
[CEO (Costo)]: Κεντρικο μενού/ προμηθευτές/ νεος προμηθευτης
[Customer]: KAI ANOIGMA ΝΕΩΝ ΣΥΣΤΑΤΙΚΩΝ ?
[CEO (Costo)]: Μέσα απο τη συνταγή απευθείας για πιο γρήγορα. Αλλοιως κεντρικό μενου/ συστατικα / νέο συστατικό
[CEO (Costo)]: Έχετε δει τα videos?
[CEO (Costo)]: https://youtube.com/@costomenugreece1057?si=XofLTuOWM58Do0FV
[Customer]: Καλησπερα. Θελω να  μιλησω με εκπρόσωπω για εκπαίδευση
[CEO (Costo)]: Καλησπέρα σας.
[CEO (Costo)]: Θέλετε να εκπαιδευτείτε στο  CostoMenu?
[Customer]: NAI
[CEO (Costo)]: Έχετε δεί τα εκπαιδευτικά videos που έχουμε δημοσιευσει στην σελίδα μας και στο youtube?
[Customer]: ΝΑΙ ΑΛΛΑ ΕΧΩ ΑΠΟΡΙΕΣ
[CEO (Costo)]: Μπορειτε να μας καλέσετε στο 210 4208731
[CEO (Costo)]: Ακόμα και τώρα"
session_cdaa09e1-8d75-4738-9746-d33c1b2b7865,2024-09-28 17:24:10,visitor86811,,Pending/Open,Yes,καλησπερα,Καλησπέρα σας.,"[Customer]: καλησπερα
[CEO (Costo)]: Καλησπέρα σας."
session_c7f4e4ec-aeb4-4ecf-9a9a-185bdffe4ffd,2024-09-21 13:17:56,visitor86534,,Pending/Open,Yes,"Ανοίξαμε λογαριασμό και περάσαμε όλα μας τα συστατικά , αγοράσαμε το expert πακέτο. Δυστηχώς όμως θέλουμε να μην χρεισιμοποιούμε το email αυτό που ανοίξαμε τον λαγαριασμό. Μπορούμε να το αλλάξουμε χωρίς να χάσουμε το data μας?",Καλησπέρα σας. Μπορεί να γίνει. Θα κάνετε μία εγγραφή στο beginner Πακέτο. Θα μας στείλετε ένα e-mail με το e-mail που εγγραφήκατε και θα μεταφέρουμε τις συνταγές σας στο καινούριο e-mail καταργώντας το παλιό. Ο νέος λογαριασμός θα γίνει expert,"[Customer]: Καλησπέρα μπορώ να σας κάνω μια ερώτηση παρακαλώ?
[Customer]: Ανοίξαμε λογαριασμό και περάσαμε όλα μας τα συστατικά , αγοράσαμε το expert πακέτο. Δυστηχώς όμως θέλουμε να μην χρεισιμοποιούμε το email αυτό που ανοίξαμε τον λαγαριασμό. Μπορούμε να το αλλάξουμε χωρίς να χάσουμε το data μας?
[CEO (Costo)]: Καλησπέρα σας. Μπορεί να γίνει. Θα κάνετε μία εγγραφή στο beginner Πακέτο. Θα μας στείλετε ένα e-mail με το e-mail που εγγραφήκατε και θα μεταφέρουμε τις συνταγές σας στο καινούριο e-mail καταργώντας το παλιό. Ο νέος λογαριασμός θα γίνει expert"
session_db2b2b97-8a50-4260-8784-a19994085406,2024-09-12 21:49:05,visitor86231,,Pending/Open,Yes,την τιμή του υλικού θέλω  να αλλάξω και δεν με αφήνει,Δεν την αλλάζετε μέσα απο τη συνταγή. Απο το Κεντρικό επιλέγετε συστατικά / λίστα συστατικών / επιλεγετε το συστατικο και το επεξεργαζεστε. Εναλλακτικα απο το Κεντρικο μενου επιλεγετε αναφορες / συστατικα και εκει μπορειτε να επξεργαστείτε μαζικα τα συστατικα σας αρα και τις τιμες.,"[Customer]: Πως μπορώ να επεξεργαστώ το κόστος μιας συνταγής
[CEO (Costo)]: Το κόστος μιας συνταγής υπολογίζεται αυτόματα. Αν αλλάξετε το κόστος ενός υλικού θα αλλαξει και το κόστος της συνταγης. Δειτε και το ανάλογο video για μεγαλύτερη κατανόηση των λειτουργιών του CostoMenu.
[Customer]: μιλάω για επεξεργασία. Δηλαδή σε περιπτωση, π.χ. λάθους τιμής ή εύρεσης φθηνότερων προιόντων.
[CEO (Costo)]: Πηγαίνετε στη λιστα συστατικων και αλλάζετε τη τιμη
[CEO (Costo)]: Μενου/ συστατικα
[Customer]: την τιμή του υλικού θέλω  να αλλάξω και δεν με αφήνει
[CEO (Costo)]: Δεν την αλλάζετε μέσα απο τη συνταγή. Απο το Κεντρικό επιλέγετε συστατικά / λίστα συστατικών / επιλεγετε το συστατικο και το επεξεργαζεστε. Εναλλακτικα απο το Κεντρικο μενου επιλεγετε αναφορες / συστατικα και εκει μπορειτε να επξεργαστείτε μαζικα τα συστατικα σας αρα και τις τιμες."
session_e8755580-d029-49e7-8a82-e0de300a1017,2024-09-10 15:18:42,visitor86132,,Pending/Open,Yes,εχετε να μου προτεινετε κατι γιαυτο,"Μπορειτε να ανοίξετε την αναφορα ""συστατικα"" και να επεξεργαστείτε εκει τα συστατικά σας.","[Customer]: καλησπερα σας
[Customer]: το προγραμμα αναζητησης συστατικων ειναι λιγο βαρυ
[Customer]: εχετε να μου προτεινετε κατι γιαυτο
[CEO (Costo)]: Χρησιμοποιείτε chrome?
[CEO (Costo)]: Μπορειτε να ανοίξετε την αναφορα ""συστατικα"" και να επεξεργαστείτε εκει τα συστατικά σας."
session_5d1e6c3e-ffb0-4ba2-bdbd-a1ea2d0e3c2e,2024-09-09 14:07:04,visitor86093,,Pending/Open,Yes,Στην επωνυμία η πρόταση τελειώνει....TRITON ACT,Ευχαριστούμε. Όταν κάνετε την κατάθεση παρακαλώ στείλτε μας το καταθετήριο,"[Customer]: καλημέρα σας και καλή εβδομάδα
[Customer]: θα ήθελα να σας ρωτήσω αν η πληρωμή μπορεί να γίνει με κατάθεση σε λογαριασμό τραπέζης.
[CEO (Costo)]: Ναι μπορει. Αλλά θαας αποστείλετε στοιχεία τιμολόγησησης
[CEO (Costo)]: Τράπεζα Πειραιώς 

Αρ. Λογαριασμού 5712-053881-376

IBAN: GR59 0172 7120 0057 1205 3881 376
Ονομα: Αντώνιος Γ. Παρούσης
[Customer]: Η κατάθεση θα γίνει από TRTON ACT
[Customer]: Στην επωνυμία η πρόταση τελειώνει....TRITON ACT
[CEO (Costo)]: Ευχαριστούμε. Όταν κάνετε την κατάθεση παρακαλώ στείλτε μας το καταθετήριο"
session_1945b667-4911-43d9-8eb1-13dedc524798,2024-09-05 16:51:13,visitor86003,,Pending/Open,Yes,"ΚΑΛΗΣΠΕΡΑ, ΕΧΩ ΜΙΑ ΕΡΩΤΗΣΗ ΣΧΤΙΚΑ ΜΕ ΤΟ ΠΡΟΓΡΑΜΜΑ\",Θέλετε να μας καλέσετε στο 210 4208731,"[Customer]: ΚΑΛΗΣΠΕΡΑ, ΕΧΩ ΜΙΑ ΕΡΩΤΗΣΗ ΣΧΤΙΚΑ ΜΕ ΤΟ ΠΡΟΓΡΑΜΜΑ\
[CEO (Costo)]: Θέλετε να μας καλέσετε στο 210 4208731"
session_c02e17d8-a694-43b2-8bb0-bbb3fb5f8f7e,2024-08-28 16:32:40,visitor85789,,Pending/Open,Yes,που μπορώ να συμπληρώσω την επαγγελματική μου ιδιοτητα,Στο προφίλ σας πατωντας πανω στο οπνομα σας κατω απο το λογοτυπο,"[Customer]: που μπορώ να συμπληρώσω την επαγγελματική μου ιδιοτητα
[CEO (Costo)]: Στο προφίλ σας πατωντας πανω στο οπνομα σας κατω απο το λογοτυπο"
session_ef0af9f6-b863-49c2-8acc-ba01029e0cac,2024-08-27 13:57:21,visitor85747,,Pending/Open,Yes,μεχρι στιγμης ναι,Ωραία,"[Customer]: μπηκα απο google chrome
[CEO (Costo)]: Όλα καλα;
[Customer]: μεχρι στιγμης ναι
[CEO (Costo)]: Ωραία"
session_1613e49e-50a5-4709-a8ea-5cae1f4ebc05,2024-08-27 12:57:23,visitor85736,,Pending/Open,Yes,οκ,Απο το browser ( πχ google chrome),"[Customer]: πατάω soya
[Customer]: το υλικο
[Customer]: και μου βγάζει ένα κύκλο που γυριζει
[Customer]: ενώ το έχω περασμένο το υλικό μεσα
[CEO (Costo)]: Γίνεται δηλαδη και με παλιά υλικα
[Customer]: όχι οχι
[CEO (Costo)]: Μόνο με νέα;
[Customer]: και τώρα που προσπαθώ να περάσω καινούργια σε μια υποσυνταγη μου κάνει το ιδιο
[Customer]: το σβήνω και το ξαναβαζω
[Customer]: και μετά το πιανει
[CEO (Costo)]: Με νέα υλικα συμβαίνει αυτό ή και με παλιά που έχετε ήδη αποθηκευμένα;
[Customer]: και με νέα και με παλια
[CEO (Costo)]: Αρα βγάζει κυκλάκι παντου. Αν σβήσετε και ξανα γράψετε το υλικό τότε φτιάχνει και σας αφήνει να αποθηκευσετε
[Customer]: ακριβως
[CEO (Costo)]: Σωστα;
[Customer]: και το κάνει παντου
[CEO (Costo)]: Οκ
[Customer]: και στο υλικο
[Customer]: και τα γρ
[Customer]: και στην πσοτητα
[Customer]: δεν το παιρνει
[CEO (Costo)]: Οκ το κοιτάμε και σας ενημερώνουμε
[Customer]: ευχαριστω
[Customer]: και μετά πάω να κάνω κοστολόγηση το υλικό να βάλω ποσό κοστίζει το 1κιλ κρεμμυδι
[Customer]: πατάω αποθηκευση
[Customer]: και μου βγάζει πάνω αριστερα
[Customer]: προσπαθήστε ξανα
[CEO (Costo)]: Με ποιο email έχετε εγγρφει;
[Customer]: jimon_1993@hotmail.com
[CEO (Costo)]: Συνεχίζει το πρόβλημα;
[Customer]: Ναι ναι
[Customer]: βγήκα και ξαναμπηκα
[Customer]: μήπως στρώσει τωρα
[Customer]: θα το δω
[CEO (Costo)]: Κάντε και ένα clear cache
[CEO (Costo)]: Απο το history
[Customer]: history?
[Customer]: από την εφαρμογή που χρησιμοποιώ?
[CEO (Costo)]: Απο το browser ( πχ google chrome)
[Customer]: οκ"
session_bf27e6f8-f7a3-4311-85e1-5441344b74d9,2024-08-09 02:42:14,visitor85266,,Pending/Open,Yes,ΟΚ το βρηκα ευχαριστω!,Ευχαριστούμε. Καλή κοστολόγηση.,"[Customer]: βαζω την τελικη τιμη καταλογου οριζω και την τιμη πωλησης χωρις φπα αλλα ο συντελεστης φπα γραφει επιλογη και δεν αλλαζει.παταω αποθηκευση και δεν αποθηκευει την τιμολογηση παρα μονο την κοστολογηση,
[Customer]: ΟΚ το βρηκα ευχαριστω!
[CEO (Costo)]: Ευχαριστούμε. Καλή κοστολόγηση."
session_db4c1b0c-f21b-40ce-a99f-fce44956c67e,2024-07-27 12:54:22,visitor84927,,Pending/Open,Yes,γιατί δεν μπορώ να καταχωρήσω νέα συστατικα,Καλέστε μας παρακαλώ για να δούμε μαζι το θέμα που αντιμετωπίζετε με τα συστατικα. 210 42 08 731,"[Customer]: πώς μπορώ να δω τις αρχειοθετημενες συνταγες
[CEO (Costo)]: Καλησπερα σας. Οι αρχειοθετημένες συνταγές εμφανίζονται όταν αναβαθμίσετε σε κάποιο πακέτο
[Customer]: πώς μεταφέρω μια συνταγή σε υποσυνταγη
[CEO (Costo)]: Δείτε το βίντεο των υποσυνταγων στη βοήθεια
[Customer]: γιατί δεν μπορώ να καταχωρήσω νέα συστατικα
[CEO (Costo)]: Καλέστε μας παρακαλώ για να δούμε μαζι το θέμα που αντιμετωπίζετε με τα συστατικα. 210 42 08 731"
session_5359e7fa-2606-492e-bfcf-251525d72a8a,2024-07-15 17:36:02,visitor84607,,Pending/Open,Yes,Ευχαριστώ πολύ!!!!,Τελεια. Θα σας προτείναμε να δείτε τα videos για το πως καταχωρείτε συνταγές και υποσυνταγες πριν ξεκινήσετε. Καλή κοστολόγηση.,"[Customer]: Καλησπέρα σας, έκανα πριν λίγο εγγραφή, η οποία ολοκληρώθηκε με επιτυχία, αλλά δεν μπορώ να συνδεθώ με το email και τον κωδικό πρόσβασης. Μου εμφανίζει μήνυμα "" Tο email ή ο κωδικός πρόσβασης είναι λάθος.''
[CEO (Costo)]: Καλησπερα σας. Εχετε λαβει ένα email ενεργοποίησης. Πρεπει να ενεργοποιήσετε πριν σας επιτρεψει να κάνετε login
[Customer]: Δυστυχώς δεν έχω λάβει κάποιο email ενεργοποίησης
[CEO (Costo)]: Είδατε στα ανεπιθύμητα;
[Customer]: ναι ναι τα τσέκαρα
[CEO (Costo)]: Με ποιο email εγγραφήκατε
[Customer]: info@pastaio.gr
[CEO (Costo)]: Δοκιμαστε ξανα να συνδεθείτε
[Customer]: Ευχαριστώ πολύ!!!!
[CEO (Costo)]: Τελεια. Θα σας προτείναμε να δείτε τα videos για το πως καταχωρείτε συνταγές και υποσυνταγες πριν ξεκινήσετε. Καλή κοστολόγηση."
